sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
ततस् क्रूरदर्शना चण्डोदरी नाम राक्षसी महत् शूलम् भ्रामयन्ती इदं वचनम् अब्रवीत्	O O B-RAKSHASA O O O B-ASTRA O O O O	51	{'B-RAKSHASA': ['राक्षसी'], 'B-AXE': ['शूलम्']}	{'B-RAKSHASA': ['राक्षसी'], 'B-AXE': ['शूलम्']}	{'B-RAKSHASA': ['चण्डोदरी'], 'B-AXE': ['शूलम्'], 'B-HUMAN': ['क्रूरदर्शना']}	{'B-RAKSHASA': ['राक्षसी'], 'B-DEVA': ['ततस्'], 'B-HUMAN': ['चण्डोदरी'], 'B-ASTRA': ['शूलम्']}
रावणेन हृतां हरिणलोलाक्षीं त्रास उत्कम्प पयोधराम् इमां दृष्ट्वा मे महान् दौर्हृदो अभूत्	B-ASURA O O O O O O O O O O O	52	{'B-ASURA': ['रावणेन']}	{'B-RAKSHASA': ['रावणेन']}	{'B-ASURA': ['रावणेन'], 'B-HUMAN': ['हरिणलोलाक्षीं'], 'B-SEA': ['पयोधराम्']}	{'B-DEVA': ['रावणेन'], 'B-HUMAN': ['हरिणलोलाक्षीं'], 'B-ASURA': ['रावणेन'], 'B-RAKSHASA': ['हरिणलोलाक्षीं'], 'B-NAGA': ['पय
ततस् तु प्रघसा नाम राक्षसी वाक्यम् अब्रवीत्	O O B-RAKSHASA O O O O	53	{'B-RAKSHASA': ['प्रघसा']}	{'B-RAKSHASA': ['राक्षसी']}	{'B-RAKSHASA': ['प्रघसा'], 'O': ['ततस्', 'तु', 'नाम', 'वाक्यम्', 'अब्रवीत्']}	{'B-RAKSHASA': ['प्रघसा'], 'B-RAKSHASI': ['राक्षसी']}
ततो राज्ञे निवेद्यतां ह सा मानुषी मृता इति	O B-ASURA O O O B-HUMAN O O	54	{'B-HUMAN': ['राज्ञे']}	{'B-HUMAN': ['मानुषी']}	{}	{'B-DEVA': ['राज्ञे'], 'B-HUMAN': ['मानुषी'], 'B-PLACE': ['निवेद्यतां']}
ततस् तु अजामुखी नाम राक्षसी वाक्यम् अब्रवीत्	O O B-RAKSHASA O O O O	55	{'B-RAKSHASA': ['अजामुखी']}	{'B-RAKSHASA': ['राक्षसी']}	{'B-RAKSHASA': ['अजामुखी'], 'O': ['ततस्', 'तु', 'नाम', 'वाक्यम्', 'अब्रवीत्']}	{'B-RAKSHASA': ['अजामुखी']}
ततः शूर्पणखा नाम राक्षसी वाक्यम् अब्रवीत्	O B-RAKSHASA O O O O	56	{'B-RAKSHASA': ['शूर्पणखा']}	{'B-RAKSHASA': ['राक्षसी']}	{'B-RAKSHASA': ['शूर्पणखा'], 'B-DEVA': ['राक्षसी']}	{'B-RAKSHASA': ['शूर्पणखा']}
अजामुख्या यद् उक्तं तद् एव मम हि रोचते	B-RAKSHASA O O O O O O O	57	{}	{'B-ASURA': ['अजामुख्या']}	{}	{'B-DEVA': ['अजामुख्या'], 'B-RAKSHASA': ['उक्तं'], 'B-HUMAN': ['तद्'], 'B-DEVA': ['एव'], 'B-HUMAN': ['मम'], 'B-RAKSHASA
सर्वशोकविनाशिनी सुरा च क्षिप्रं आनीयताम्	O B-VINE O O O	58	{'B-DEVA': ['सुरा']}	{'B-DEVA': ['सुरा']}	{'B-DEVA': ['सुरा']}	{'B-DEVA': ['सर्वशोकविनाशिनी'], 'B-ASURA': ['सुरा'], 'B-RAKSHASA': ['क्षिप्रं'], 'B-HUMAN': ['आनीयताम्']}
मानुषं मांसम् आसाद्य ऽथ निकुम्भिलाम् नृत्यामो	B-HUMAN O O O B-DEVA O	59	{'B-HUMAN': ['मानुषं'], 'B-RAKSHASA': ['निकुम्भिलाम्']}	{'B-HUMAN': ['मानुषं']}	{}	{'B-DEVA': ['मानुषं'], 'B-HUMAN': ['मांसम्'], 'B-ASURA': ['आसाद्य'], 'B-RAKSHASA': ['निकुम्भिलाम्'], 'B-NAGA': ['नृत्यामो
सुघोराभिर् राक्षसीभिः एवं संभर्त्स्यमाना सुरसुतोपमा सा सीता धैर्यम् उत्सृज्य रोदिति	O B-RAKSHASA O O O O B-HUMAN O O O	60	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['सीता']}	{'B-RAKSHASA': ['राक्षसीभिः']}	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-DEVA': ['सुरसुतोपमा'], 'B-HUMAN': ['सीता']}	{'B-DEVA': ['सुघोराभिर्'], 'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['सीता'], 'B-TREE': ['सुरसुतोपमा']}
भीरु जानासि हि यथा स्त्रीणां यौवनम् अध्रुवम् यावत् ते न व्यतिक्रामेत् तावत् सुखम् अवाप्नुहि तासां असौम्यानां राक्षसीनाम् परुषं दारुणं वदन्तीनां तथा जनकात्मजा बहु रुरोद	B-HUMAN O O O O O O O O O O O O O O O B-RAKSHASA O O O O B-HUMAN O O	61	{'B-RAKSHASA': ['राक्षसीनाम्']}	{'B-RAKSHASA': ['राक्षसीनाम्']}	{'B-RAKSHASA': ['राक्षसीनाम्'], 'B-HUMAN': ['जनकात्मजा'], 'B-FLOWER': ['तासां']}	{'B-ASURA': ['राक्षसीनाम्'], 'B-HUMAN': ['स्त्रीणां', 'तासां', 'जनकात्मजा']}
राक्षसीभिर् एवम् उक्ता तु परमत्रस्ता मनस्विनी वैदेही बाष्प गद्गदया गिरा उवाच	B-RAKSHASA O O O O O O O O O O	62	{'B-RAKSHASA': ['राक्षसीभिर्'], 'B-HUMAN': ['वैदेही']}	{'B-RAKSHASA': ['राक्षसीभिर्']}	{'B-ASURA': ['राक्षसीभिः'], 'B-HUMAN': ['वैदेही']}	{'B-DEVA': ['परमत्रस्ता'], 'B-HUMAN': ['वैदेही'], 'B-RAKSHASA': ['राक्षसीभिर्']}
मानुषी राक्षसस्य भार्या न भवितुम् अर्हति	B-HUMAN B-RAKSHASA O O O O	63	{'B-HUMAN': ['मानुषी'], 'B-RAKSHASA': ['राक्षसस्य']}	{'B-HUMAN': ['मानुषी'], 'B-RAKSHASA': ['राक्षसस्य']}	{'B-HUMAN': ['मानुषी'], 'B-RAKSHASA': ['राक्षसस्य'], 'B-ORNAMENT': ['भार्या']}	{'B-DEVA': ['मानुषी'], 'B-RAKSHASA': ['राक्षसस्य'], 'B-HUMAN': ['भार्या'], 'B-ASURA': ['न भवितुम्'], 'B-KULA': ['अर्हति']}
राक्षसीमध्यगता सुरसुतोपमा सा सीता रावणेन तर्जिता च दुःखार्ता शर्म न लेभे	O O O B-HUMAN B-ASURA O O O O O O	64	{'B-RAKSHASA': ['राक्षसीमध्यगता'], 'B-DEVA': ['सुरसुतोपमा'], 'B-HUMAN': ['सीता']}	{'B-RAKSHASA': ['राक्षसी'], 'B-HUMAN': ['सुरसुतोपमा', 'सीता'], 'B-ASURA': ['रावणेन']}	{'B-Rakshasa': ['राक्षसीमध्यगता'], 'B-Deva': ['सुरसुतोपमा'], 'B-Human': ['सा'], 'B-Human': ['सीता'], 'B-Human': ['रावणेन'], 'B-Human': ['त	{'B-RAKSHASA': ['राक्षसीमध्यगता'], 'B-DEVA': ['रावणेन'], 'B-HUMAN': ['सीता']}
वने यूथपरिभ्रष्टा कोकैर् अर्दिता मृगी इव सीता आत्मनः अङ्गम् विशती इव अधिकम् वेपते स्म	B-FOREST O O O O O B-HUMAN O O O O O O O	65	{'B-FOREST': ['वने']}	{'B-HUMAN': ['सीता']}	{}	{'B-DEVA': ['सीता'], 'B-HUMAN': ['अधिकम्'], 'B-ANIMAL': ['मृगी']}
शोकेन भग्नमानसा सा तु अशोकस्य विपुलां पुष्पिताम् शाखाम् आलम्ब्य भर्तारं चिन्तयामास	O O O O B-TREE O O O O O O	66	{'B-TREE': ['अशोकस्य']}	{'B-TREE': ['अशोकस्य'], 'B-FLOWER': ['पुष्पिताम्']}	{'B-FLOWER': ['पुष्पिताम्'], 'B-TREE': ['अशोकस्य'], 'B-HUMAN': ['भर्तारं']}	{'B-ASURA': ['शोकेन'], 'B-RAKSHASA': ['भग्नमानसा'], 'B-HUMAN': ['सा'], 'B-KULA': ['तु'], 'B-DEVA': ['अशोकस्य'], 'B-PALACE': ['
प्रवाते वेपमाना कदली यथा सा राक्षसीनां भयत्रस्ता पतिता विवर्ण वदना अभवत्	O O B-TREE O O B-RAKSHASA O O O O O	67	{'B-RAKSHASA': ['राक्षसीनां']}	{'B-RAKSHASA': ['राक्षसीनां']}	{'B-RAKSHASA': ['राक्षसीनां'], 'B-HUMAN': ['सा'], 'B-FLOWER': ['कदली'], 'B-AXE': ['विवर्ण']}	{'B-RAKSHASA': ['राक्षसीनां'], 'B-TREE': ['कदली']}
तदा वेपन्त्याः सा सीतया तस्याः दीर्घ विपुला कम्पिनी वेणी परिसर्पती व्याली इव ददृशे	O O O B-HUMAN O O O O O O O O O	68	{'B-HUMAN': ['सीतया']}	{'B-HUMAN': ['सीतया']}	{}	{'B-DEVA': ['तदा'], 'B-RAKSHASA': ['वेपन्त्याः'], 'B-HUMAN': ['सीतया'], 'B-DEVA': ['तस्याः'], 'B-DEVA': ['दीर्घ'],
दुःखार्ता शोक उपहत चेतना आर्ता सा मैथिली निःश्वसन्ती अश्रूणि व्यसृजद् विललाप ह	O O O O O O B-HUMAN O O O O O	69	{}	{'B-HUMAN': ['मैथिली']}	{}	{'B-DEVA': ['दुःखार्ता'], 'B-RAKSHASA': ['शोक'], 'B-HUMAN': ['उपहत'], 'B-DEVA': ['चेतना'], 'B-ASURA': ['आर्ता'], 'B-H
भाविनि दुःख आर्ता हा रामैः इति पुनर् हा लक्ष्मणैः इति च हा मम श्वश्रु कौसल्ये च हा सुमित्रा इति	B-HUMAN O O O B-HUMAN O O O B-HUMAN O O O O O B-HUMAN O O B-HUMAN O	70	{'B-HUMAN': ['रामैः', 'लक्ष्मणैः'], 'B-HOUSE': ['कौसल्ये'], 'B-HUMAN': ['सुमित्रा']}	{'B-HUMAN': ['रामैः', 'लक्ष्मणैः', 'कौसल्ये', 'सुमित्रा']}	{}	{'B-DEVA': ['रामैः'], 'B-HUMAN': ['भाविनि', 'लक्ष्मणैः', 'मम', 'श्वश्रु', 'सुमित्रा']}
पण्डितैः ऽयं लोकप्रवादः सत्यो समुदाहृतः स्त्रिया वा पुरुषस्य वा अकाले मृत्युः दुर्लभो	B-HUMAN O O O O B-HUMAN O B-HUMAN O O O O	71	{}	{'B-HUMAN': ['पण्डितैः', 'पुरुषस्य', 'स्त्रिया']}	{}	{'B-LOCATION': ['लोकप्रवादः'], 'B-ORGANIZATION': ['पण्डितैः'], 'B-DATE': ['अकाले'], 'B-PRODUCT': ['मृत्युः'], 'B-LOCATION': ['स्त्रिया'], '
यत्र अहम् क्रूराभी राक्षसीभिर् अर्दिता रामेण आभिः हीना दुःखिता इह मुहूर्तम् अपि जीवामि	O O O B-RAKSHASA O B-HUMAN O O O O O O O	72	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['रामेण'], 'B-MUHURTA': ['मुहूर्तम्']}	{'B-RAKSHASA': ['राक्षसीभिर्']}	{'B-RAKSHASA': ['राक्षसीभिर्'], 'B-HUMAN': ['अहम्'], 'B-MUHURTA': ['मुहूर्तम्'], 'B-RAJA': ['रामेण']}	{'B-DEVA': ['रामेण'], 'B-RAKSHASA': ['राक्षसीभिर्'], 'B-HUMAN': ['अहम्'], 'B-ASTRA': ['मुहूर्तम्'], 'B-ORIGIN': ['इह']}
अल्प पुण्या कृपणा एषा समुद्रमध्ये वायु वेगैः आहता पूर्णा नौः इव अनाथ वत् विनशिष्यामि	O O O O B-SEA O O O O O O O O O	73	{'B-SEA': ['समुद्रमध्ये']}	{'B-SEA': ['समुद्रमध्ये']}	{}	{'B-DEVA': ['अल्प'], 'B-HUMAN': ['पुण्या', 'कृपणा'], 'B-SEA': ['समुद्रमध्ये'], 'B-ASTRA': ['वायु'], 'B-ARROW': ['वेगैः
राक्षसीवशम् आगता भर्तारं तम् अपश्यन्ती तोय हतम् कूलं यथा शोकेन सीदामि खलु	O O O O O O O B-RIVERBANK O O O O	74	{'B-RAKSHASA': ['राक्षसी'], 'B-RIVERBANK': ['कूलं']}	{'B-RAKSHASA': ['राक्षसी'], 'B-KULA': ['कूलं']}	{'B-Rakshasa': ['राक्षसीवशम्'], 'B-Kula': ['कूलं']}	{'B-RAKSHASA': ['राक्षसीवशम्'], 'B-DEVA': ['भरतारं'], 'B-HUMAN': ['तोय'], 'B-TREE': ['कूलं'], 'B-FLower': ['शोकेन'], 'B-M
पद्मदलपत्राक्षं सिंहविक्रान्तगामिनम् कृतज्ञं प्रियवादिनम् मे नाथं पश्यन्ति तं धन्याः	O O O O O B-HUMAN O O O	75		{'B-FLOWER': ['पद्म']}	{}	{'B-DEVA': ['पद्मदलपत्राक्षं'], 'B-HUMAN': ['सिंहविक्रान्तगामिनम्'], 'B-HUMAN': ['कृतज्ञं'], 'B-HUMAN': ['प्रियवादिनम्
तीक्ष्णं विषम् आस्वाद्य इव विदितात्मना तेन रामेण हीनाया मम जीवितम् सर्वथा दुर्लभं	O O O O O O B-HUMAN O O O O O	76	{}	{'B-HUMAN': ['रामेण']}	{}	{'B-ASURA': ['विषम्'], 'B-RAKSHASA': ['विषम्'], 'B-HUMAN': ['तीक्ष्णं', 'तेन', 'मम'], 'B-KULA': ['तेन'], 'B-DEVA': ['राम
राक्षसीभिः रक्षन्त्या मया रामो न आसाद्यते महता शोकेन वृता च जीवितं त्यक्तुम् इच्छामि	B-RAKSHASA O O B-HUMAN O O O O O O O O O	77	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-HUMAN': ['रामो']}	{'B-RAKSHASA': ['राक्षसीभिः']}	{'B-R rakshasa': ['राक्षसीभिः', 'रक्षन्त्या'], 'B-HUMAN': ['रामो'], 'B-AXE': ['महता'], 'B-FESTIVAL': ['शोकेन']}	{'B-RAKSHASA': ['राक्षसीभिः'], 'B-DEVA': ['रामो'], 'B-HUMAN': ['मया'], 'B-LOCATION': ['महता'], 'B-LOCATION': ['वृता'], 'B-HUMAN':
मानुष्यं धिक् अस्तु खलु परवश्यताम् धिक् धिग् यत् आत्मच्छन्देन जीवितम् परित्यक्तुम् न शक्यं प्रसक्त अश्रु मुखा बाला जनकात्मजा एवम् ब्रुवन्ती इति अधोमुखमुखी विलप्तुम् उपचक्रमे	B-HUMAN O O O O O O O O O O O O O O O O B-HUMAN O O O O O O	78	{'B-HUMAN': ['मानुष्यं'], 'B-HOUSE': ['जनकात्मजा']}	{'B-HUMAN': ['मानुष्यं']}	{}	{'B-DEVA': ['मानुष्यं'], 'B-HUMAN': ['मानुष्यं'], 'B-ASURA': ['अस्तु'], 'B-RAKSHASA': ['अस्तु'], 'B-KULA': ['परवश्यताम्'],
उन्मत्ता इव प्रमत्ता इव भ्रान्त चित्ता इव शोचती महीतले उपावृत्ता किशोरी इव विवेष्टन्ती	O O O O O O O O O O B-HUMAN O O	79	{'B-RIVERBANK': ['महीतले']}	{'B-HUMAN': ['किशोरी']}	{}	{'B-DEVA': ['उन्मत्ता'], 'B-RAKSHASA': ['प्रमत्ता'], 'B-HUMAN': ['भ्रान्त चित्ता'], 'B-NAGA': ['शोचती महीतले'], 'B-GANDH
राघवस्य प्रमत्तस्य कामरूपिणा रक्षसा प्रमथ्य रावणेन बलात् क्रोशती अहम् आनीता	B-HUMAN O O B-RAKSHASA O B-ASURA O O O O	80	{'B-HUMAN': ['राघवस्य'], 'B-RAKSHASA': ['रक्षसा', 'रावणेन']}	{'B-RAKSHASA': ['रक्षसा', 'रावणेन']}	{'B-RAKSHASA': ['कामरूपिणा', 'रक्षसा'], 'B-ASURA': ['रावणेन'], 'B-HUMAN': ['मैं']}	{'B-ASURA': ['रावणेन'], 'B-RAKSHASA': ['रक्षसा']}
राक्षसी वशम् आपन्ना सुदारुणम् भर्त्स्यमाना चिन्तयन्ती सु दुःख आर्ता अहम् जीवितुम् न उत्सहे	B-RAKSHASA O O O O O O O O O O O O	81	{'B-RAKSHASA': ['राक्षसी']}	{'B-RAKSHASA': ['राक्षसी']}	{'B-ASURA': ['राक्षसी'], 'B-HUMAN': ['आर्ता'], 'B-RAKSHASA': ['भर्त्स्यमाना']}	{'B-DEVA': ['राक्षसी'], 'B-HUMAN': ['अहम्'], 'B-ASTRA': ['सुदारुणम्'], 'B-ARROW': ['भर्त्स्यमाना'], 'B-GRIDHRA': ['चिन्तयन
महारथम् रामं विना राक्षसी मध्ये वसन्त्या मे जीवितेन अर्थः हि न अर्थैः एव न भूषणैः च न	O B-HUMAN O B-RAKSHASA O O O O O O O O O O B-ORNAMENT O O	82	{'B-RATHA': ['महारथम्'], 'B-RAKSHASA': ['राक्षसी']}	{'B-RATHA': ['महारथम्'], 'B-RAKSHASA': ['राक्षसी'], 'B-ORNAMENT': ['भूषणैः']}	{'B-RAKSHASA': ['राक्षसी'], 'B-HUMAN': ['रामं'], 'I-HUMAN': ['विना']}	{'B-DEVA': ['रामं'], 'B-RAKSHASA': ['राक्षसी'], 'B-HUMAN': ['मे'], 'B-ORNAMENT': ['भूषणैः']}
असतीं अनार्याम् माम् धिक् अपि या अहम् तेन विना कृता पापजीविता मुहूर्तम् जीवितं रक्षामि	O O O O O O O O O O O B-MUHURTA O O	83	{'B-HUMAN': ['माम्'], 'B-MUHURTA': ['मुहूर्तम्']}	{'B-MUHURTA': ['मुहूर्तम्']}	{}	{'B-ASURA': ['अनार्याम्'], 'B-RAKSHASA': ['रक्षामि'], 'B-HUMAN': ['अहम्'], 'B-KULA': ['असतीं'], 'B-DEVA': ['माम्'], 'B-PAL
सागरान्ताया वसुधायाः भर्तारं प्रियंवदम् तं प्रियं च विना मे जीविते सुखे वा श्रद्धा का	B-SEA B-GRAHA O O O O O O O O O O O O	84	{'B-SEA': ['सागरान्ताया']}	{'B-SEA': ['सागरान्ताया']}	{'B-SEA': ['सागरान्ताया'], 'B-HUMAN': ['भर्तारं', 'प्रियंवदम्', 'प्रियं'], 'B-FRUIT': ['जीविते'], 'B-ORNAMENT': ['श्रद्धा']}	{'B-DEVA': ['प्रियंवदम्', 'तं']}
विगर्हितम् निशाचरम् रावणं अहं सव्येन चरणेन अपि न स्पृशेयं कामयेयं किं पुनर्	O B-RAKSHASA B-RAKSHASA O O O O O O O O O	85	{'B-RAKSHASA': ['निशाचरम्', 'रावणं']}	{'B-RAKSHASA': ['रावणं']}	{}	{'B-ASURA': ['रावणं']}
यो नृशंसस्वभावेन मां प्रार्थयितुम् इच्छति प्रत्याख्यातं न जानाति आत्मानम् न आत्मनः कुलम् न	O O O O O O O O O O O B-KULA O	86	{'B-HUMAN': ['नृशंसस्वभावेन'], 'B-KULA': ['कुलम्']}	{'B-HUMAN': ['यो'], 'B-KULA': ['कुलम्']}	{'B-HUMAN': ['यो'], 'B-KULA': ['कुलम्']}	{'B-ASURA': ['नृशंसस्वभावेन'], 'B-HUMAN': ['मां', 'आत्मानम्', 'आत्मनः', 'कुलम्']}
छिन्ना भिन्ना विभक्ता वा दीप्ते अग्नौ प्रदीपिता वा रावणं न उपतिष्ठेयम् चिरम् प्रलापेन वः किं	O O O O O B-ASTRA O O B-ASURA O O O O O O	87	{'B-ASURA': ['रावणं']}	{'B-RAKSHASA': ['रावणं']}	{}	{'B-LOCATION': ['अग्नौ'], 'B-ORGANIZATION': ['रावणं'], 'B-ANIMAL': ['भिन्ना'], 'B-VEHICLE': ['रावणं'], 'B-VEHICLE': ['रावणं'], 'B
राघवः प्राज्ञः कृतज्ञः सानुक्रोशश्च सद्वृत्तो ख्यातः च	B-HUMAN O O O O O O	88	{'B-HUMAN': ['राघवः']}	{'B-HUMAN': ['राघवः']}	{}	{'B-DEVA': ['राघवः'], 'B-HUMAN': ['प्राज्ञः', 'कृतज्ञः', 'सानुक्रोशश्च', 'सद्वृत्तो', 'ख्यातः']}
जनस्थाने येन एकेन चतुर्दश सहस्राणि राक्षसानां निरस्तानि स मां किं न अभिपद्यते	B-FOREST O O O O B-RAKSHASA O O O O O O	89	{'B-FOREST': ['जनस्थाने'], 'B-RAKSHASA': ['राक्षसानां']}	{'B-RAKSHASA': ['राक्षसानां']}	{'B-RAKSHASA': ['चतुर्दश', 'सहस्राणि', 'राक्षसानां']}	{'B-DEVA': ['जनस्थाने', 'मां'], 'B-RAKSHASA': ['राक्षसानां']}
अल्पवीर्येण रावणेन रक्षसा अहम् निरुद्धा	O B-ASURA O O O	90	{'B-RAKSHASA': ['रावणेन', 'रक्षसा']}	{'B-RAKSHASA': ['रावणेन', 'रक्षसा']}	{'B-RAKSHASA': ['रक्षसा'], 'B-HUMAN': ['अहम्']}	{'B-ASURA': ['रावणेन'], 'B-RAKSHASA': ['रक्षसा']}
मे भर्ता आहवे रावणं हन्तुम् समर्थः खलु	O O O B-ASURA O O O	91	{'B-ASURA': ['रावणं'], 'B-HUMAN': ['मे', 'भर्ता']}	{'B-RAKSHASA': ['रावणं']}	{}	{'B-DEVA': ['रावणं'], 'B-ASURA': ['रावणं'], 'B-HUMAN': ['मे'], 'B-RAKSHASA': ['रावणं']}
येन रामेण दण्डकारण्ये राक्षसपुंगवः विराधो रणे निहतः स मां किं न अभिपद्यते	O B-HUMAN B-FOREST O B-RAKSHASA O O O O O O O	92	{'B-HUMAN': ['रामेण'], 'B-FOREST': ['दण्डकारण्ये'], 'B-RAKSHASA': ['राक्षसपुंगवः', 'विराधो']}	{'B-HUMAN': ['रामेण'], 'B-RAKSHASA': ['राक्षसपुंगवः', 'विराधो'], 'B-FOREST': ['दण्डकारण्ये']}	{'B-RAKSHASA': ['राक्षसपुंगवः'], 'B-KINGDOM': ['दण्डकारण्ये']}	{'B-DEVA': ['रामेण'], 'B-RAKSHASA': ['विराधो'], 'B-LOCATION': ['दण्डकारण्ये']}
इयम् लङ्का समुद्रस्य मध्ये दुष्प्रधर्षणा कामं तु राघव बाणानाम् गतिरोधी न विद्यते ह	O B-CITY B-SEA O O O O B-HUMAN O O O O O	93	{'B-KINGDOM': ['लङ्का'], 'B-SEA': ['समुद्रस्य'], 'B-HUMAN': ['राघव'], 'B-ARROW': ['बाणानाम्']}	{'B-CITY': ['लङ्का'], 'B-SEA': ['समुद्रस्य']}	{'B-SEA': ['समुद्रस्य'], 'B-KINGDOM': ['लङ्का'], 'B-ARROW': ['बाणानाम्']}	{'B-LOCATION': ['इयम्', 'लङ्का', 'समुद्रस्य', 'मध्ये', 'दुष्प्रधर्षणा', 'कामं', 'तु', 'राघव', 'बाणानाम्', 'गत
तत् कारणं किं नु येन दृढपराक्रमः रामो रक्षसा अपहृताम् इष्टां भार्याम् न अभ्यवपद्यते	O O O O O O B-HUMAN B-RAKSHASA O O O O O	94	{'B-HUMAN': ['रामो'], 'B-RAKSHASA': ['रक्षसा']}	{'B-HUMAN': ['रामो'], 'B-RAKSHASA': ['रक्षसा']}	{'B-RAKSHASA': ['रक्षसा'], 'B-HUMAN': ['रामो'], 'B-KULA': ['इष्टां'] }	{'B-DEVA': ['रामो'], 'B-RAKSHASA': ['रक्षसा']}
लक्ष्मणपूर्वजः तेजस्वी मां इहस्थां न जानीते शङ्के हि जानन्न् अपि धर्षणां मर्षयिष्यति	B-HUMAN O O O O O O O O O O O	95	{}	{'B-HUMAN': ['लक्ष्मणपूर्वजः']}	{}	{'B-DEVA': ['लक्ष्मणपूर्वजः'], 'B-HUMAN': ['मां'], 'B-ASURA': ['शङ्के']}
यो ऽधिगत्वा मां रावणेन हृता इति राघवाय निवेदयेत् स गृध्रराजो ऽपि रणे निपातितः	O O O B-ASURA O O B-HUMAN O O B-GRIDHRA O O O	96	{'B-HUMAN': ['रावणेन', 'राघवाय'], 'B-GRIDHRA': ['गृध्रराजो']}	{'B-GRIDHRA': ['गृध्रराजो']}	{'B-ASURA': ['रावणेन'], 'B-GRIDHRA': ['गृध्रराजो'], 'B-HUMAN': ['राघवाय'], 'B-AXE': ['निपातितः']}	{'B-ANIMAL': ['यो', 'गृध्रराजो'], 'B-LOCATION': ['रणे']}
तेन जटायुषा वृद्धेन अपि मां अभ्यवपद्यता रावण द्वंद्वे तिष्ठता तदा महत् कर्म कृतं	O B-GRIDHRA O O O O B-ASURA O O O O O O	97	{'B-GRIDHRA': ['जटायुषा'], 'B-RAKSHASA': ['रावण']}	{'B-RAKSHASA': ['रावण']}	{}	{'B-DEVA': ['तेन', 'जटायुषा', 'वृद्धेन', 'अपि', 'मां', 'रावण', 'द्वंद्वे', 'तिष्ठता', 'तदा', 'महत्'], 'B-
यदि स राघवः माम् इह वर्तमानां जानीयाद् अद्य अभिक्रुद्धः बाणैर् लोकम् अराक्षसम् कुर्याल्	O O B-HUMAN O O O O O O B-ARROW O O O	98	{'B-HUMAN': ['राघवः'], 'B-ARROW': ['बाणैर्'], 'B-LOKAM': ['लोकम्'], 'B-RAKSHASA': ['अराक्षसम्']}	{'B-HUMAN': ['राघवः']}	{'B-ASURA': ['अराक्षसम्'], 'B-ARROW': ['बाणैर्']}	{'B-DEVA': ['स'], 'B-RAKSHASA': ['अराक्षसम्'], 'B-HUMAN': ['राघवः', 'माम्']}
लङ्कां पुरीं विधमेत् च महोदधिम् शोषयेत् च नीचस्य रावणस्य नाम च कीर्तिं च नाशयेत्	B-KINGDOM B-CITY O O B-SEA O O O B-ASURA O O O O O	99	{'B-CITY': ['लङ्कां'], 'B-KINGDOM': ['पुरीं'], 'B-SEA': ['महोदधिम्']}	{'B-CITY': ['लङ्कां'], 'B-PALACE': ['पुरीं'], 'B-SEA': ['महोदधिम्']}	{'B-CITY': ['लङ्कां'], 'B-SEA': ['महोदधिम्'], 'B-HUMAN': ['नीचस्य', 'रावणस्य'], 'B-FRUIT': ['कीर्तिं']}	{'B-LOCATION': ['लङ्कां', 'पुरीं', 'महोदधिम्'], 'B-ORGANIZATION': ['रावणस्य'], 'B-ENTITY': ['नीचस्य']}
ततो यथा एवं अहम् रुदती तथा गृहे गृहे निहतनाथानां राक्षसीनां भूयो न संशयः	O O O O O O B-HOUSE B-HOUSE O B-RAKSHASA O O O	100	{'B-HOUSE': ['गृहे'], 'B-RAKSHASA': ['राक्षसीनां']}	{'B-RAKSHASA': ['राक्षसीनां'], 'B-HOUSE': ['गृहे']}	{'B-RAKSHASA': ['राक्षसीनां']}	{'B-DEVA': ['ततो'], 'B-RAKSHASA': ['राक्षसीनां']}
सलक्ष्मणः रामः लङ्कां अन्विष्य रक्षसां कुर्याद्	B-HUMAN B-HUMAN B-KINGDOM O B-RAKSHASA O	101	{'B-HUMAN': ['सलक्ष्मणः', 'रामः'], 'B-CITY': ['लङ्कां'], 'B-RAKSHASA': ['रक्षसां']}	{'B-HUMAN': ['सलक्ष्मणः', 'रामः'], 'B-KINGDOM': ['लङ्कां'], 'B-RAKSHASA': ['रक्षसां']}	{'B-RAKSHASA': ['रक्षसां'], 'B-KULA': ['लङ्कां']}	{'B-DEVA': ['रामः'], 'B-RAKSHASA': ['रक्षसां'], 'B-HUMAN': ['सलक्ष्मणः']}
ताभ्यां दृष्टो रिपुर् मुहूर्तम् अपि न जीवति हि	O O O B-MUHURTA O O O O	102	{'B-MUHURTA': ['मुहूर्तम्']}	{'B-MUHURTA': ['मुहूर्तम्']}	{}	{'B-ASURA': ['ताभ्यां'], 'B-DEVA': ['दृष्टो'], 'B-RAKSHASA': ['रिपुर्'], 'B-MUHURTA': ['मुहूर्तम्'], 'B-ASTRA': ['अपि'],
